reference,title,description,price_preview,created_at,city,spec_Carte graphique,spec_Etat,spec_Marque,spec_Processeur,spec_RAM,spec_Reférence carte graphique dédiée,spec_Reférence carte graphique integrée,spec_Taille du disque,spec_Taille écran,spec_Type disque
LENOVO THINKPAD E14 GENERATION 5 14 POUCES FHD + - AMD RYZEN 5 7530U @2.00GHz - 16GB RAM - 512GB NVME SSD - AMD RADEON GRAPHICS 1GB,LENOVO THINKPAD E14 GEN 5 FHD + | RYZEN 5 7530U | 16GB RAM | 512GB NVME SSD,"LENOVO THINKPAD E14 GENERATION 5 14 POUCES FHD + - AMD RYZEN 5 7530U 2.00GHz - 16GB RAM - 512GB NVME SSD - AMD RADEON GRAPHICS 1GB

➡️ ÉTAT NEUF 10/10 ➡️ Fournie avec chargeur d'origine ➡️
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
⏬
‎✔️ التوصيل لكل ولايات الوطن ✔️
‎⬅️$ الدفع عند الإستلام $⬅️
‎✔️ $مع امكانية الدفع عن طريق بطاقة بايسرا $✔️

⬅️
للطاب أو الإستفسار يرجى الإتصال بنا في الهاتف أو على واتساب في
☎️ O6 73 59 49 24 ☎️ : الرقم التالي
⬅️
➡️ disponible aussi sur Viber ou WhatsApp ☎️ O7 76 09 75 07 ☎️ ⬅️
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -

➡️ Livraison 58 wilaya ➡️
➡️$ Payement à la collecte $➡️
☎️ Whatsapp :☎️ O7 76 09 75 07 ☎️ ☎️ WhatsApp :☎️ O6 73 59 49 24 ☎️
- - - - - - - - - - - - - - - - - - - - - -
➡️ lieu Mostaganem centre Ville. Livraison 48 Wilaya ➡️➡️
✅✅✅✅",109000,2025-08-02T08:25:16.000Z,Mostaganem,Intégrée,Etat neuf,LENOVO,AMD RYZEN 5 7530U @2.00GHz,16 GO,,AMD RADEON GRAPHICS 1GB,512GO,"14"" ",SSD
X1504VA,"PC PORTABLE ASUS Vivobook X1504VA, 13th Gen, Intel Core i5-1334U, 8GB, SSD 512GB, 15.6"" Full HD BLEU","Processeur Intel Core i5-1334U
8 Go de mémoire DDR4 (8 Go de mémoire intégrée + 1x 8 Go)
Écran de 15,6 pouces avec résolution Full HD (1920 x 1080)
SSD M.2 PCIe 4.0 de 512 Go
Communication sans fil Wi-Fi 5 + Bluetooth 5.1
Webcam HD 720p intégrée
Excellent confort de frappe avec clavier chiclet",115000,2025-08-10T17:10:38.000Z,Tlemcen,,Neuf jamais utilisé,ASUS,Intel Core i5-1334U,8 GO,,,512GO,"15.6"" ",SSD
T580 I5 8350,Lenovo ThinkPad ,"Salam, Laptop Trés bon état jamais réparé aucun probleme
avec chargeur et cartable.",63000,2025-07-03T17:34:56.000Z,Ain benian,Intégrée,Etat neuf,,I5 8th Génération,16 GO,,,512GO,"15"" ",SSD
Hp,Pc portable ,"💻 PC Portable HP - Très bon état 💼

🔹 Processeur : Intel Core i3 11ᵉ génération  
🔹 RAM : 4 Go  
🔹 Disque SSD : 238 Go  
🔹 Carte graphique : Intel UHD Graphics  
🔹 Écran : 15,6 pouces  
🔹 Système : Windows 11 activé  
🔹 Utilisation : bureautique, cours, vidéos, internet  
🔹 État : propre et comme neuf  
🔹 Chargeur inclus

✅ Fonctionne parfaitement  
📍 Disponible à Alger  
",60000,2025-07-13T08:13:13.000Z,Ain naadja,Intégrée,Etat neuf,HP (Hewlett-Packard),Intel Core i3 11ᵉ génération,4 GO,,Inetl UHD graphics,238GO,"15.6"" ",SSD
Zenbook ,Asus Zenbook 14,"Asus zenbook 14
🔶CPU INTEL ULTRA 7 155U
🔶RAM 32GB
🔶DISQUE 1T SSD
🔶CARTE GRAPHIQUE : Intel Arc Graphic
🔶ECRAN : 14″ Full HD Plus 60Hz Oled . 
🔶TRÈS BONNE AUTONOMIE DE BATTERIE.
🔶 CLAVIER RÉTRO ÉCLAIRÉ 
Prix 195000da fixe",195000,2025-02-05T15:13:46.000Z,Constantine,,Etat neuf,Asus,Ultra 7,32 GO,,,,,
I5-4200U,Hp 820,"Hp 820 ram8 occasion presque neuf 
Windows10 ",32000,2024-12-07T11:52:41.000Z,Tlemcen,,Bon état,Hp 820,I5,8 GO,,,,"13"" ",
Vostro v15,Pc portable dell vostro v15 ,Pc portable disponible avec capacité d’augmentation de la rame pour plus d’informations veuillez me contacter et merci ,32500,2024-10-20T06:05:20.000Z,Bejaia,Intégrée,Bon état,Dell vostro v15,I3-6006,4 GO,,,500GO,"15"" ",HDD
 Yoga 7 16 X360,"Lenovo Yoga 7 X360 i5 1240P EVO 16G 512SSD 16"" Full HD X360 Tactile","Lenovo Yoga 7 16"" X360 i5 1240P EVO 16G 512SSD Full HD Tactile

💠 Produit : Ordinateur Portable
💠 Marque  : Lenovo
💠 Modèle  : Yoga 7 16"" X360

✔️ Processeur: Intel® Core™ i5 1240P EVO 12Th Génération 
✔️ Mémoire vive : 16 GB DDR4X
✔️ Disque Dur : 512 SSD Nvme
✔️ Ecran : 16"" Pouce 2560X1600 2K X360 Tactile
✔️ Carte Graphique Intégrée : Intel Iris Xe Graphics
✔️ Interface : 2 Type C | 2 USB | HDMI
✔️ Clavier QWERTY Lumineux
✔️ Wifi | Bluetooth | Web-Cam
✔️ Châssis Métallique
✔️ Batterie Excellente | Chargeur Original
✔️ System d'exploitation : Windows 11 Pro Original
✔️ Possibilité Augmentation Du Configuration du Ram & Disque dur
✔️ Possibilité De Facturation Pour Les entreprise

🚚 livraison à Domicile 58 Wilaya Gratuite
💰 Paiement à La Livraison
📋 Possibilité De Facturation
🛠️ Garantie 3 Mois + Service Après Vente
🏪 Localisation : EPLF - Bab Ezzouar - Alger
📍 https://goo.gl/maps/mH8GAep4cimrdnYu6",,2023-09-04T11:44:40.000Z,Bab ezzouar,Intégrée,Bon état,HP,Intel® Core™ i5 1240P EVO 12Th Génération,16 GO,,Intel Iris Xe Graphics,512GO,"16"" ",SSD
FX507VV-LP213W - MECHA GRAY,ASUS laptop TUF Gaming F15 FX507VV I7 GRAY,"📌 PRODUIT EN ARRIVAGE 📌

Écran : 15.6 FHD 

Processeur : I7-13620H 

RAM : DDR5 16G

Stockage : 512G PCIE G4 SSD

Carte Graphique : RTX 4060 8GB GDDR6

Système : WIN 11

Communication: WIFI6 11AX2*2_WW+BT

Batterie : 4CELL 90WH N

Clavier : RGB ILLUMINATED CHICLET (FR)

Couleur : MECHA GRAY
",,2025-05-13T19:57:06.000Z,Bir mourad rais,Dédiée,Neuf jamais utilisé,ASUS,I7-13620H,16 GO,RTX 4060 8GB GDDR6,,1000GO,"15"" ",SSD
VivoBook 14,"Asus VivoBook 14 Ryzen 5 5600H 16 512 SSD 14"" Full HD","Asus VivoBook 14 Ryzen 5 5600H 16 512 SSD 14"" Full HD

❇️ Produit : Laptop
❇️ Marque : Asus
❇️ Modèle : VivoBook 14 M1403QA

✔️ Processeur : AMD Ryzen 5 5600H 6 Cores 16M Cache Boost 4.2 GHz
✔️ Mémoire vive : 16 GB DDR5
✔️ Disque Dur : 512 SSD Nvme
✔️ Ecran : 14"" Pouce 1920X1080 Full HD
✔️ Carte Graphique Intégrée : AMD Radeon Graphics
✔️ Interface : 1 Type C | 3 USB | HDMI | Micro SD
✔️ Reconnaissance Facial
✔️ Asus NumberPad
✔️ Wifi | Bluetooth | Webcam
✔️ Batterie Excellente | Chargeur Original
✔️ System d'exploitation : Windows 11 Pro Original
✔️ Possibilité Augmentation Du Configuration : Ram | Disque dur
✔️ Possibilité De Facturation Pour Les entreprise

⚡ Prix : 93 000.00

➖ livraison Gratuite à Domicile 58 Wilaya
➖ Paiement à La Livraison
➖ Garantie 3 Mois + Service Après Vente
➖ Adresse : Bâtiment EPLF, Bab Ezzouar, Alger
➖ Localisation GPS : Shifttech Informatique
➖ Facebook | Instagram | TikTok : Shifttech16
➖ Mobile | Viber | WhatsApp :
>>> 0773/68/73/39 | 0550/18/68/09 | 0660/10/29/29",93000,2025-08-05T12:42:46.000Z,Bab ezzouar,Intégrée,Bon état,Asus,AMD Ryzen 5 5600H 6 Cores 16M Cache Boost 4.2 GHz,16 GO,,AMD Radeon Graphics,512GO,"14"" ",SSD
DELL LATITUDE 5420,"DELL LATITUDE 5420 I5 11th 16GB 512GB SSD ECRAN 14"" FHD ","Disponible chez TRETEC INFORMATIQUE Magasin de service , vente et dépannage de matériel informatique -BAB EZZOUAR-
ORDINATEUR PORTABLE Importé d’Europe ""Caba"" Très Haute Qualité et Bonne Prix Avec **GARANTIE**
------------------------------------------
• FOURNIR AVEC CHARGEUR ORIGINAL
• LIVRAISON A DOMICILE
• GARANTIE 02 MOIS + SERVICE APRES VENTE
------------------------------------
• PRODUIT : ORDINATEUR PORTABLE
• MARQUE : DELL
• MODELE : LATITUDE 5420
-------------------------------------
CARACTERISTIQUE :
• PROCESSEUR : Intel® Core™ i5-1145G7 ""11th Génération"" 8M Cache, up to 4.40 GHz, with IPU
• MEMOIRE : 16GB
• STOCKAGE : 512GB SSD
• ECRAN : 14"" FULL HD (1920 X 1080)
• CARTE GRAPHIQUE INTIGREE : Intel® Iris® Xe Graphics
• LECTEUR EMPREINTE
• INTERFACES : USB 3.0 / USB TYPE C / HDMI
• WIFI + BLEUTHOOT + WEB CAM
• SYSTEM D’EXPLOITATION : WINDOWS ORIGINAL


PRIX : 74 000,00 DZD


*** Note : POSSIBILITÉ DE FACTURATION POUR LES ENTREPRISES ***
---------------------------------
•Contact : -
• Email : 
• Page Facebook : 
• SITE Web : 
• ",74000,2025-07-21T10:17:41.000Z,Bab ezzouar,Intégrée,Etat neuf,DELL,INTEL CORE I5-1145G7,16 GO,,INTEL IRIS XE GRAPHIQUE,512GO,"14"" ",SSD
,Dell Latitude 3420 | i5-11th | 16GB RAM | 256GB SSD,"🖥🔥 Dell Latitude 3420 | i5-11th | 16GB RAM | 256GB SSD
🔹 المعالج: Intel Core i5 الجيل 11 – سرعة واستقرار بالأداء
🔹 الرام: 16 جيجا – تنقل بين البرامج بسلاسة
🔹 التخزين: 256 SSD – إقلاع سريع واستجابة فورية
🔹 الشاشة: 14 إنش – تصميم عملي ومحمول
🔹 جودة Dell المضمونة – الجهاز مصمم للاستخدام المكتبي والمهني

🧠 الهدية: تحميل برامج كاملة جاهزة (أوفيس، تصفح، PDF، حماية...)
🛡 الضمان: 3 شهور شامل الأعطال

🎯 مثالي للطلاب، الموظفين، الأعمال الحرة، والباحثين عن أداء بثقة

💰 السعر: أقل من السوق – تواصل قبل نفاد الكمية!

",59500,2025-08-05T21:59:30.000Z,Tamalous,Intégrée,Etat neuf,dell,,16 GO,,,256GO,"14"" ",SSD
,LENOVO V330 I5 8th 4GB 500GB HDD 15.6 FHD,"Salam voilà j'ai un LENOVO poduit européen marche sans aucun probleme en très bon etat avec son chargeur original 

Caractéristique : 

1- Processeur : Intel core i5 8250U
2-Ram : 4GB DDR4
3-Stockage : 500GB HDD
4-carte graphique : INTEL HD 
5- Écrans : 15.6 FULL HD 
6-Systeme : WINDOWS
7-Baterrie : 4H",45000,2024-10-03T16:39:44.000Z,Birkhadem,,Etat neuf,LENOVO,Intel Core I7 8250U,4 GO,,,500GO,"15"" ",HDD
,"DELL XPS 13"" tactile  i7 / 8G /256SSD ","SALAM... 
GCB INFORMATIQUE Entreprise de vente et services IT. BAB EZZOUAR vous propose:

 DELL XPS  9333
Ecran 13,3""   touch screen

cpu i7  4510U
RAM 8gb 
Disque dur:  256ssd 

ecran 13.3 HD tactile 

clavier lumineux

 windows 8.1 pro Original


•Une large gamme destiné au Entreprises, Revendeur et Particulier. 
•OUVERTE TOUTE LA SEMAINE DU 8H00 A 18H00 SAUF LE VENDREDI. 
•MERCI DE NOUS APPELEZ PENDANT LES HEURES DE TRAVAIL. ",69500,2019-01-16T12:02:54.000Z,Bab ezzouar,Intégrée,Bon état,DELL,Intel Core i7-4510U @ 2.60GHz,8 GO,,,256GO,"13"" - 14""",SSD
APPLE MACBOOK AIR 2022 M2,"APPLE MACBOOK AIR 2022 M2 8GB 256GB SSD 2K 13.6""","Disponible chez TRETEC INFORMATIQUE Magasin de service , vente et dépannage de matériel informatique -BAB EZZOUAR-
ORDINATEUR PORTABLE Importé d’Europe ""Caba"" Très Haute Qualité et Bonne Prix Avec **GARANTIE**
------------------------------------------
• FOURNIR AVEC CHARGEUR
• LIVRAISON A DOMICILE
• GARANTIE 02 MOIS + SERVICE APRES VENTE
------------------------------------
• PRODUIT : ORDINATEUR PORTABLE
• MARQUE : APPLE
• MODELE : MACBOOK AIR 2022
-------------------------------------
CARACTERISTIQUE :
• PROCESSEUR : APPLE M2 chip , Whith 8-Core CPU and 10-Core GPU
• MEMOIRE : 8 GB
• STOCKAGE : 256 GB SSD
• ECRAN : 13.6 2K (2560 X 1664)
• CARTE GRAPHIQUE INTIGREE : APPLE M2
• LECTEUR EMPREINTE
• CYCLE 97
• INTERFACES : 2 X USB TYPE C
• WIFI + BLEUTHOOT + WEB CAM
• SYSTEM D’EXPLOITATION : mac OS


PRIX : 157 000,00 DZD


*** Note : POSSIBILITÉ DE FACTURATION POUR LES ENTREPRISES ***
---------------------------------
•Contact : 0559425599
• Email : contact@tretec-dz.com
• Page Facebook : www.facebook.com/tretec.dz
• SITE Web : www.tretec-dz.com
• https://maps.app.goo.gl/YtG9YiR813uLCYCbA",157000,2024-08-12T12:29:34.000Z,Bab ezzouar,Intégrée,Etat neuf,APPLE,APPLE M2,8 GO,,APPLE M2,256GO,"13"" ",SSD
LENOVO ThinkPad T14S 14 POUCES FHD TACTILE - INTEL 10TH GENERATION CORE I5 10310U 2.21GHz - 16GB RAM - 256GB SSD - INTEL UHD GRAPHICS,ThinkPad T14S TACTILE FHD - INTEL 10TH GEN CORE I5 10310U - 16GB RAM - 256GB SSD -INTEL UHD GRAPHICS,"LENOVO ThinkPad T14S TACTILE FHD - INTEL 10TH GENERATION CORE I5 10310U @2.21GHz - 16GB RAM - 256GB SSD - INTEL UHD GRAPHICS

➡️ ÉTAT NEUF 10/10 ➡️ Fournie avec chargeur d'origine ➡️
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
⏬
‎✔️ التوصيل لكل ولايات الوطن ✔️
‎⬅️$ الدفع عند الإستلام $⬅️
‎✔️ $مع امكانية الدفع عن طريق بطاقة بايسرا $✔️

⬅️
للطاب أو الإستفسار يرجى الإتصال بنا في الهاتف أو على واتساب في
☎️ O6 73 59 49 24 ☎️ : الرقم التالي
⬅️
➡️ disponible aussi sur Viber ou WhatsApp ☎️ O7 76 09 75 07 ☎️ ⬅️
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -

➡️ Livraison 58 wilaya ➡️
➡️$ Payement à la collecte $➡️
☎️ Whatsapp :☎️ O7 76 09 75 07 ☎️ ☎️ WhatsApp :☎️ O6 73 59 49 24 ☎️
- - - - - - - - - - - - - - - - - - - - - -
➡️ lieu Mostaganem centre Ville. Livraison 48 Wilaya ➡️➡️
✅✅✅✅",69000,2025-08-03T18:40:53.000Z,Mostaganem,Intégrée,Etat neuf,THINKPAD LENOVO,INTEL 10TH GENERATION CORE I5 10310U @2.21GHz,16 GO,,INTEL UHD GRAPHICS,256GO,"14"" ",SSD
,Pc All in one Enigma ,"الشاشة : 19 بوصة
المعالج : I5-5EME 
الرام : 4G
مساحة التخزين : 128 SSD
وينداوز 10
بطاقة الشاشة : INTEL HD GRAPHICS 
فأرة و لوحة مفاتيح لاسلكية
التوصيل مجاني نحو 58ولاية
الدفع عند الاستلام
- ضمان 12 شهر مع توفير خدمة مابعد البيع
- فترة تجريب المنتج ثلاثة ايام ماعجبكش نرجعولك دراهم 

ملاحظة :متوفر برام 8G/16G و مساحة تخزين 
256 SSD / 512 SSD
حسب الطلب

Caractéristiques : 
Processeur : i5-5éme GENERATION 
Écran : 19 Pouce (48CM) 
RAM : 4GB
Disque dur : 128 GB SSD
Carte graphique : Intel®️ HD Graphics 
Carte réseau Wi-Fi 802.11 
6 ports USB. 
Sortie audio et microphone 
Sortie HDMI 
Système d'exploitation : Windows 10 
Clavier et souris sans fil de la même marque",53200,2024-09-02T20:33:12.000Z,,,Neuf jamais utilisé,Enigma,i5 5 ème génération,4 GO,Intel®️ HD Graphics,,128GO,"19"" ",SSD
Air retina 2019,Macbook air retina 2019 i5 8 gb 128 ssd ecran 13.3 retina 3K clavier retro eclaire etat 10/10,"MACBOOK AIR 
RETINA 13.3’’
2019 
CPU INTEL CORE I5 1.6GHZ 
 RAM 8GO DDR4 2133MHZ
DISQUE 128GO SSD 
WIFI/BLUETOOTH/WEB CAM
USB 3.1 
GRAPHIC 
INTEL UHD 617 GRAPHIC 
ECRAN 13.3” RETINA 3K
ANTIREFLET 
CLAVIER RETRO ECLAIRE 
TRACKPAD FORCETOUCH
MAC OS 12.0 MONTEREY
PRIX : 69000  DA
- - - - - - - - - - - - - - - - - - - - - -
TÉLÉPHONE ☎️ 0558 91 36
POSSIBILITE DE FACTURATION
LIVRAISON GRATUITE SUR 58 WILAYAS
GARANTIE DE 10 MOI",69000,2024-07-22T11:10:07.000Z,Alger centre,Intégrée,Etat neuf,Apple,Intel core i5 1.60GHz,8 GO,,Intel UHD 617,128GO,"13"" ",SSD
,HP PROBOOK 650 G3 I5 7th 12GB 500GB HDD 15.6 FHD,"Salam voilà j'ai un HP poduit européen marche sans aucun probleme tres très bon etat avec son chargeur original 


Caractéristique : 

1- Processeur : Intel Core i5 7300U
2-Ram : 12GB DDR4
3-Stockage : 500GB HDD
4-carte graphique : INTEL UHD
5- Écrans : 15.6 FULL HD
6-Systeme : WINDOWS 
7-Baterrie : 3H


",50000,2025-06-22T14:41:10.000Z,Birkhadem,,Etat neuf,HP,Intel Core i5 7300U,,,INTEL UHD,500GO,"15"" ",HDD
ACER TRAVEL MATE P214,"ACER TRAVEL MATE P214 I5 12th 16 GB 512 SSD FHD 14""","💻ACER TRAVELMATE P214 💻
• Processeur : INTEL CORE I5-1235U
• RAM : 16GB
• Stockage : 512GB SSD
• Écran : 14""FHD(1920X1080)
• Carte graphique intégrée: INTEL UHD ®GRAPHICS
• Système d'exploitation : WINDOWS

Prix: 87 000 DA❌ Prix: 79 000 DA✅


•• Possibilité de facturation pour les entreprises ••


®️ Garantie deux mois
💰 Paiement a la livraison
📦 Livraison 58 Wilaya",79000,2025-08-07T12:56:10.000Z,Bab ezzouar,Intégrée,Bon état,ACER,I5 1235U,16 GO,,INTEL IRIS XE GRAPHICS,512GO,"14"" ",SSD
Chromebook cx1500, PC portable asus ,pc portable jamais utiliser n'est méme pas encore configurer acheter au Canada avec son chargeur d'origine,55000,2025-06-20T12:48:45.000Z,Akbou,Intégrée,Neuf jamais utilisé,asus,"Processeur Intel® Celeron™ N3350 1,1 GHz (cache de 2 Mo, jusqu’à 2,80 GHz)",8 GO,,Intel® UHD Graphics Intel® HD Graphics 500,128GO,"15"" ",Autre
,MacBook AIR 2019 ," À vendre MackBook air 2019 
Les descriptions: 
•	Couleur : Rose Gold
	•	Écran Retina 13,3 pouces avec True Tone
	•	Processeur : Intel Core i5 (8e génération)
	•	Stockage : SSD ultra-rapide (128 Go ou 256 Go)
	•	RAM : 8 Go
	•	Carte graphique : Intel UHD Graphics 617
	•	Autonomie : Jusqu’à 12 heures",180000,2025-01-01T09:40:15.000Z,Bab ezzouar,,Neuf jamais utilisé,,,,,,,,
,LAPTOP QILIVE CELERON N3350 4GO 180GO SSD ,"LAPTOP QILIVE QW20141BFR


CPU INTEL CELERON N3350 1.1GHZ
 RAM 4GO DDR3L 1600MHZ
DISQUE 180GO SSD 
WIFI/BLUETOOTH/WEB CAM
USB 3.1 
GRAPHIC 
INTEL HD 4000 GRAPHIC 
ECRAN 14” HD LED
ANTIREFLET IPS 
WINDOWS 10 ORIGINALE

- - - - - - - - - - - - - - - - - - - - - -
MOBILE 📱 COMMERCIAL ZOHIR : 0558.61.47.21
MOBILE 📱 COMMERCIAL RABAH : 0551.67.46.36
TÉLÉPHONE ☎️ FAX : 021.71.94.78
INSTAGRAM : @protechassiba
POSSIBILITE DE FACTURATION
LIVRAISON GRATUITE SUR 58 WILAYAS
GARANTIE DE 10 MOIS + SERVICE APRES VENTE
#PROTECHASSIBA THE BEST LAPTOPS",35000,2023-01-08T17:32:13.000Z,Alger centre,,Neuf jamais utilisé,,,,,,,,
EliteBook 830 G8, HP EliteBook 830 G8 i5 1145G7 16G 512 SSD Full HD," HP EliteBook 830 G8 i5 1145G7 16G 512 SSD Full HD

❇️ Produit : Ordinateur Portable
❇️ Marque : HP
❇️ Modèle : EliteBook 830 G8

✔️ Processeur : Intel® Core™ i5 1145G7 4 Cores 8M Cache Boost 4.4 GHz 
✔️ Mémoire vive : 16 GB DDR4
✔️ Disque Dur : 512 SSD Nvme
✔️ Ecran : 13.3"" Pouce Full HD 1920X1080
✔️ Carte Graphique Intégrée : Intel Iris Xe Graphics
✔️ Empreinte digitale
✔️ Reconnaissance Facial
✔️ Interface : 2 Type C | 2 USB | HDMI
✔️ Clavier AZERTY Lumineux
✔️ Wifi | Bluetooth | WebCam
✔️ Châssis Métallique
✔️ Batterie Excellente | Chargeur Original
✔️ System d'exploitation : Windows 11 Pro Original
✔️ Possibilité Augmentation Du Configuration du Ram & Disque dur
✔️ Possibilité De Facturation Pour Les entreprise

⚡ Prix : vendu

➖ livraison Gratuite à Domicile 58 Wilaya
➖ Paiement à La Livraison
➖ Garantie 3 Mois + Service Après Vente
➖ Adresse : Bâtiment EPLF, Bab Ezzouar, Alger
➖ Localisation GPS : Shifttech Informatique
➖ Facebook | Instagram | TikTok : Shifttech16
➖ Mobile | Viber | WhatsApp :
>>> 0770/58/28/46 | 0550/18/68/09 | 0660/10/29/29",,2025-03-11T14:52:12.000Z,Bab ezzouar,Intégrée,Etat neuf,HP,Intel® Core™ i5 1145G7 4 Cores 8M Cache Boost 4.4 GHz,16 GO,,Intel Iris Xe Graphics,512GO,"13.3"" ",SSD
,"[VENDU] LENOVO LEGION 7i - i9-14900HX - RTX 4070 8Go - Écran 16"" QHD 2K 240Hz -SSD 1TB - RAM 32 Go ","💢 Vendu - تباع 💢
💻 Lenovo Legion 7i 9Gen 
- Édition 2024 -

💰 Prix : ########
📝 Réf : 16IRX9H
📝 État : Neuf 10/10, sans emballage.
👍 Livraison + facturation assuré
☎️ 0️⃣5️⃣ 5️⃣0️⃣ 0️⃣4️⃣ 3️⃣6️⃣ 3️⃣0️⃣
==========================
👀Caractéristiques Principales👀

💢Processeur : 
Processeur Intel® Core™ i9-14900HX de 14e génération (cœurs E jusqu'à 4,10 GHz, cœurs P jusqu'à 5,80 GHz)
💢Puce Graphique : 
NVIDIA® GeForce® RTX™ 4070 8 Go GDDR6, TGP 140 Watts
💢Ecran :
16"" WQXGA (2560 x 1600), IPS, antireflet, non tactile, HDR 400, 100 % sRGB, 500 nits, 240 Hz. 
💢Mémoire vive : 
32 Go DDR5 5600 MHz [2 x 16 Go] 
💢Stockage 
1TB SSD PCIe 4.0x4 NVMe 
💢Système d'exploitation : 
Windows 11 Professionnel 
",1,2025-06-26T12:47:54.000Z,Rouiba,,Etat neuf,,Intel® Core™ i9-14900HX,32 GO,"RTX™ 4070 8 Go GDDR6, TGP 140 Watts",,1000GO,"16"" ",SSD
,ACER ASPIRE VX5 I7 7EME 8G GTX 1050 4G,,145000,2019-12-14T11:09:29.000Z,Bab ezzouar,Dédiée,Bon état,ACER,Intel Core i7-7700HQ @ 2.80GHz,8 GO,GeForce GTX 1050,,11280GO,"15""",2 disques SSD + HDD
ACER SWIFT 5 SF514,ACER SWIFT 5 SF514,"🔴🔴🔴ACER SWIFT 5 SF514🔴🔴🔴

▶️CPU  I7 1065G7
▶️RAM 16G LPDDR4X
▶️ STOCKAGE 512G SSD NVME 4.0
▶️GPU INTEL IRIS XE
▶️ ÉCRAN 14 FHD IPS TACTILE 
▶️WIFI 6 BT 5.3 
▶️EMPRENTE+CLAVIER RETROECLAIRE 
▶️ WINDOWS 11 OFFICIEL 
🎁 TROUSSE OFFERT 

💰💰 PRIX 85000💰💰

🗨️ GARANTIE 3 MOIS AVEC CERTIFICAT DE GARANTIE 

☎️🤳 Téléphone :

 / 

💡 (disponible de 9h à 19h ou en mp sur whatsapp )

📧

🚚 LIVRAISON 58 WILAYA ET PAYEMENT A LA LIVRAISON ✋✋(A DOMICILE OU STOP DESK)

⭕POSSIBILITÉ DE FACTURATION 

💶MODALITÉ DE PAYEMENT 

💳 CARTE  DAHABIA ,CIB,BARIDIMOB

💳 VISA :PAYSERA,WISE ,REDOTPAY,PYYPL,BINANCE  

📍MAPS: PC PRO DZ

⏩ 

🌐SITE OFFICIEL : ",88000,2025-08-11T14:08:24.000Z,Bab ezzouar,Intégrée,Etat neuf,Acer,I7 1065g7,16 GO,,Intel iris xe,512GO,"14"" ",SSD
Surface laptop go ,SURFACE LAPTOP GO I5-1035G1 8GB 256 SSD 13 TACTIL,"💻 SURFACE LAPTOP GO I5-1035G1 8GB 256 SSD 13  TACTIL💻

💠 Processeur: Intel® Core™ I5-1035G7 CPU UP  3.4 GHZ  
💠 Mémoire vive : 8 GB DDR4
💠 Disque Dur : 256 SSD
💠 Ecran : 13"" 1536*1024 TACTIL
💠 Graphique Intégrée : Intel UHD GRAPHIQUE 
💠 Interface : 1 USB | 1TYPE C
💠 Clavier QWERTZ 
💠 Wifi  WebCam
💠 Batterie EXELENTE | chargeur original
💠 System d'exploitation : Windows 11 Pro original 

💰 Prix : 69000 da 🔥🔥
--------------------------------------------------
Pour plus d'info contactez moi 
📲Tel  :  /  
Bienvenue
Site Web :
 FACEBOOk: 
INSTAGRAM : /
Possibilité de facturation 
💵Paiement à la livraison",69000,2025-08-09T07:51:48.000Z,Bab ezzouar,Intégrée,Etat neuf,Surface,Intel® Core™ I5-1035G7 CPU UP  3.4 GHZ,8 GO,,Intel UHD GRAPHIQUE,256GO,"13"" ",SSD
,Dell Latitude 5401 i5 9TH,"IPS _informatique.          DELL LATITUDE 5401 i5 9TH 16GB 256 ssd  ✅Processeur : i5-9400H ✅Ram : 16Gb ✅Disque dure : 256gb ssd ✅ Graphique: intel UHD 620
Graphique NVDIA GeForce MX150🔥
✅Ecran : 14 pouce FHD ?Les options : CLAVIER LUMINEUX + empreintes digitales + garantie (2mois)  Chargeur ? original  ?Prix:  DA",69000,2025-07-14T10:46:05.000Z,Dar el beida,,,,I5 -9400H,16 GO,,,256GO,"14"" ",SSD
,بيع pc hp proBook core I3 3eme generation ,"هابط caba من UK 🇬🇧 British 
Pc hp proBook 5330 m core I3 3eme generation 4 GO [RAM;] 500 GO [ROM]
بحالة جيدة ويفي مع ملحق wifi adaptateur ومع 
شاحن وتشغيل بشاحن دون بطارية Sans battery 
رقم الهاتف : ",26000,2025-03-24T07:20:44.000Z,Ouled yaich,,Bon état,Hp  proBook 5330m,,4 GO,,,500GO,"13.3"" ",SSD
,Pc Portable TOSHIBA ,"Pc portable Toshiba état 10/10.
Processeur : Intel(R) Core(TM) i3 CPU
Mémoire installée (RAM) 2,00 Go
Disque dur : 300 Go",30000,2024-12-18T13:40:35.000Z,Ain benian,Intégrée,Etat neuf,Toshiba,Intel(R) Core(TM) i3 CPU,2 GO,,,300GO,"0"" ",Autre
